ID ,Annotator 1,Annotator 2,Annotator 3
FXNoo4BjNOE,Neutral,Neutral,Neutral
FXNoo4BjNOE,Positive,Positive,Positive
FXNoo4BjNOE,Positive,Positive,Positive
FXNoo4BjNOE,Negetive,Negetive,Negetive
FXNoo4BjNOE,Negetive,Negetive,Negetive
FXNoo4BjNOE,Negetive,Negetive,Negetive
FXNoo4BjNOE,Negetive,Negetive,Negetive
FXNoo4BjNOE,Neutral,Neutral,Neutral
FXNoo4BjNOE,Neutral,Neutral,Neutral
FXNoo4BjNOE,Negetive,Negetive,Negetive
FXNoo4BjNOE,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Neutral,Neutral,Neutral
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Negetive,Negetive,Negetive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
I5NHdo-Ta1g,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Neutral,Neutral,Neutral
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Negetive,Negetive,Negetive
ZH2zBF-bzmg,Positive,Positive,Positive
ZH2zBF-bzmg,Positive,Positive,Positive
